country_iso3,gdp_us_dollar,inflation_rate,gdp_growth,area,landlocked,continent,langoff_1,population,gdp_per_capita,agriculture_forestry_fishing_of_gdp,industry_of_gdp,merchandise_of_gdp,net_barter_of_trade,foreign_direct_investment_inflows
BIH,18080118128.0,0.810133322,3.171434875,51233,0,Europe,Serbo-Croatian,3351534.0,5394.579953,5.601857227,24.00228555,93.50602623,103.1469075,509429047.9
BLR,54726595249.0,6.031837252,2.5321835,207595,0,Europe,Belarussian,9498264.0,5761.74712,7.565802538,31.55448509,115.9893096,97.76388586,1276300000.0
BOL,37508642165.0,2.822758055,4.195206301,1098581,1,America,Spanish,11192853.0,3351.124344,11.58933594,26.36997443,45.68013932,103.6572313,712474137.8
BRA,2062831045936.0,3.44637335,1.322869054,8511920,0,America,Portuguese,207833825.0,9928.643063,4.600591696,18.18850231,18.18660381,116.0580489,68885491315.0
BRN,12128104859.0,-1.260505646,1.328602552,5765,0,Asia,Malay,424481.0,28571.60829,1.086449483,59.72051088,71.37141458,141.9753174,467927550.3
BTN,2450364928.0,4.95508367,4.651834675,46620,1,Asia,Burmese,745563.0,3286.596744,15.03361881,41.84296363,65.37801703,123.1562601,-16553759.95
BWA,17405588070.0,3.308280768,2.903997732,600372,1,Africa,English,2205076.0,7893.418671,1.989850706,29.83522096,64.3414055,87.56769633,260575129.4
CAF,2072350151.0,4.180723319,4.527278213,622984,1,Africa,French,4596023.0,450.900697,32.79017123,20.73722455,30.30376181,79.32549068,6888751.401
CAN,1649878054227.0,1.596884129,3.170729897,9976139,0,America,English,36545295.0,45129.35644,1.889994632,24.02780289,52.40611196,105.5229537,25357801000.0
CHE,679950481623.0,0.5337878398,1.79940885,41288,1,Europe,German,8451840.0,83352.08865,0.6230191152,24.49631399,80.83099573,109.6366246,142756382246.0
CHL,277044950259.0,2.182718469,1.188572582,756945,0,America,Spanish,18470435.0,14998.81706,3.980306434,29.44353008,48.38852745,214.4231458,6127820993.0
CHN,12310409370893.0,1.593136001,6.947200793,9572378,0,Asia,Chinese,1386395000.0,8879.438667,7.463565017,39.85169845,33.36313096,87.29397864,166083755722.0
CIV,51588158718.0,0.6858810653,7.359638088,322463,0,Africa,French,24437475.0,2111.026557,18.73748665,20.46379888,41.61226245,152.3219865,975014998.8
CMR,35009262788.0,0.6426735219,3.549087318,475442,0,Africa,French,24566070.0,1425.106368,14.37221482,25.28827825,22.93393051,141.8341166,814458940.9
COG,11198674674.0,0.4500638233,-4.63308756,342000,0,Africa,French,5110701.0,2173.680253,7.362309476,41.69098372,115.3296029,180.3070244,4416953734.0
COL,311883730690.0,4.312141032,1.359360868,1141748,0,America,Spanish,48909844.0,6376.706716,6.389663553,26.81485891,26.60382439,127.7919685,13836696227.0
COM,1077439663.0,0.09,3.815702113,1862,0,Africa,Arabic,813890.0,1323.814958,31.89888687,9.137350096,27.10128324,97.84979832,3919473.025
CRI,58481858043.0,1.62590693,3.860198454,51076,0,America,Spanish,4949955.0,12225.57449,4.699776332,19.31453971,45.5499044,99.90802204,2868934829.0
CYP,22729184365.0,0.5317664962,5.154777146,9251,0,Europe,Greek,1179685.0,26444.07438,1.840274944,11.26002578,55.07896719,90.53554651,12249400600.0
CZE,218628940952.0,2.450533985,5.168724304,78864,1,Europe,Czech,10594438.0,20636.19995,2.057606888,32.70829701,158.0275688,103.4637821,11234740946.0
DEU,3682602479929.0,1.509496558,2.601976005,357325,0,Europe,German,82657002.0,44442.77184,0.826170449,27.51108943,71.07917614,100.2129412,109505815447.0
DMA,519837037.0,0.2962528893,-6.79942797,751,0,America,English,71460.0,7274.517731,13.4493716,11.10889453,40.3972755,107.5411464,24103787.49
DNK,332121063806.0,1.14713217,2.821736341,43094,0,Europe,Danish,5764980.0,57610.09818,1.30480036,20.74323784,58.85293687,100.3269168,3607276300.0
DOM,79997975623.0,3.279556947,4.666704676,48734,0,America,Spanish,10513111.0,7609.353275,5.342666643,28.068774,34.83713154,106.5096662,3597900000.0
DZA,170163165961.0,5.59111591,1.3,2381741,0,Africa,Arabic,41389174.0,4109.703442,11.75607379,36.78759496,47.76679761,176.7435931,1230243451.0
ECU,104295862000.0,0.4173355887,2.368386526,275716,0,America,Spanish,16785356.0,6213.503127,9.329258912,32.52358756,37.52018465,122.288014,624469412.3
EGY,235733695652.0,29.50660839,4.181221001,1001449,0,Africa,Arabic,96442590.0,2444.290387,11.4852853,33.75076369,37.0040438,149.0685022,7408700000.0
ESP,1312539279462.0,1.956083333,2.973641191,505954,0,Europe,Spanish,46593236.0,28100.58624,2.788529152,20.0600413,51.2879716,91.93509651,31565354024.0
EST,26951648829.0,3.417235495,5.49915471,45227,0,Europe,Estonian,1317384.0,20407.92738,2.374276902,23.61594229,116.1722542,94.74942653,1727022619.0
ETH,81770791971.0,10.68172955,9.564189643,1127127,1,Africa,Amharic,106399926.0,768.5230154,33.77928067,23.58190618,22.97030461,141.7854298,4017159565.0
FIN,255232257244.0,0.7540150471,3.270172274,336593,0,Europe,Swedish,5508214.0,46297.49635,2.315942042,24.40068758,54.37255647,90.87155089,17149122038.0
FJI,5353404419.0,3.347578348,5.353631074,18333,0,Pacific,English,877460.0,6101.02389,10.53182736,15.69404967,63.0626744,110.3761686,387602565.3
FRA,2595151045198.0,1.032282751,2.291419994,547026,0,Europe,French,66918020.0,38685.25849,1.542414774,17.24115265,44.60206888,89.20320726,35868111746.0
GAB,14929488771.0,2.651925831,0.4726420309,267667,0,Africa,French,2064812.0,7230.434912,5.265764844,45.46730899,55.95637016,159.2813093,1314029330.0
GBR,2666229179958.0,2.557755776,1.892077007,244110,0,Europe,English,66058859.0,40304.72308,0.573629479,18.16743097,40.63870402,99.62914398,125358809934.0
GEO,16242916916.0,6.035317253,4.842603225,69700,0,Asia,Georgian,3728004.0,4357.000936,6.240186843,20.21436843,66.50899008,148.6147808,1918136481.0
GHA,58998132330.0,11.6995402,8.143446549,238538,0,Africa,English,29121464.0,2020.68179,20.08068434,30.37133117,45.00281178,183.6060564,3254990000.0
GIN,10324668267.0,8.91452597,10.29990722,245857,0,Africa,French,12067516.0,855.5752706,20.52847253,31.6539845,78.23980191,110.2555918,577590000.0
GMB,1504909753.0,8.034189745,4.822611249,11295,0,Africa,English,2213900.0,679.7550717,21.00189469,17.89275502,44.65384044,105.1393645,5445631.489
GNB,1350177128.0,1.691114618,5.919176626,36125,0,Africa,Portuguese,1828146.0,738.5499449,49.15780779,12.60017043,46.66054454,102.2041055,15691197.95
GNQ,12200914930.0,0.7455992185,-5.667502957,28051,0,Africa,Spanish,1262008.0,9667.857801,2.315463397,56.86222809,65.91309531,144.3169053,304827249.5
GRC,203588424740.0,1.121235477,1.505099396,131621,0,Europe,Greek,10754679.0,18562.22943,3.850979302,13.76140452,43.1406335,89.23662742,3439131880.0
GRD,1125685185.0,0.9084582559,4.442740288,345,0,America,English,110874.0,10152.83281,5.371543258,12.71587675,39.97565269,96.8358338,138812161.5
GTM,71612352645.0,4.424536552,3.02343025,108889,0,America,Spanish,16087418.0,4454.04815,9.696286632,21.90490978,40.99972773,184.2438973,998344470.0
GUY,4748174334.0,1.904656155,3.734494659,214970,0,America,English,775218.0,6124.95367,22.75803229,26.20714795,64.88809768,127.9165455,327343651.2
HND,23136232230.0,3.934360844,4.842913911,112088,0,America,Spanish,9429016.0,2453.727115,12.66976811,26.53892231,86.72544346,133.499715,949955941.5
HRV,55481644098.0,1.129372103,3.439217352,56538,0,Europe,Serbo-Croatian,4124531.0,13451.62495,2.931888891,20.9259008,73.71447019,98.09119572,476823315.6
HTI,14213814583.0,10.68008872,2.286127252,27750,0,America,French,10982367.0,1294.239628,18.8142008,23.50838932,34.26244216,265.3915951,374855000.0
HUN,142961605733.0,2.348242812,4.316780987,93032,1,Europe,Hungarian,9787966.0,14605.85435,3.759895579,25.21960226,154.8142936,102.7105571,-12133055293.0
IDN,1015618742566.0,3.80879807,5.069785901,1933658,0,Asia,Indonesian,264650969.0,3837.578024,13.15663085,39.3791548,32.0726653,119.575544,20510310832.0
IND,2652754685835.0,3.328173375,7.043820855,3287590,0,Asia,English,1338676779.0,1980.66702,16.5583314,26.50001665,28.25471031,103.9498284,39966091359.0
IRL,335663113508.0,0.3405315615,8.145296263,70285,0,Europe,English,4807388.0,70413.12183,1.159166534,36.42470964,68.11073044,94.81090644,58300808408.0
IRN,445345256459.0,8.044924377,3.755196452,1648100,0,Asia,Persian,80673888.0,5520.314782,9.499745415,34.91010902,31.94442917,144.6445906,5019000000.0
IRQ,195473049873.0,0.1840588988,-2.494642939,437072,0,Asia,Arabic,37552789.0,5076.690795,2.923230267,50.69116668,58.80597336,133.6422561,-5032400000.0
ISL,24488176541.0,1.760415592,4.545982903,102819,0,Europe,Icelandic,343400.0,72010.14903,3.782246457,19.51523979,47.89252435,91.91079263,-6999892981.0
ISR,353253406983.0,0.244953121,3.536703171,21621,0,Asia,Hebrew,8713300.0,40474.66813,1.166728646,18.92635885,36.94041631,110.4940886,16892500000.0
ITA,1961796197354.0,1.226533166,1.667859041,301323,0,Europe,Italian,60536709.0,32326.67421,1.972684673,21.30040502,49.08351105,102.3166725,11138429977.0
JAM,14806340821.0,4.37839865,1.003365318,10991,0,America,English,2920848.0,5070.099503,6.63178586,19.43705228,48.13292468,92.8278372,888835228.5
JOR,41408960787.0,3.323894476,2.087114619,91862,0,Asia,Arabic,9785840.0,4231.51828,4.762526361,24.60354689,67.63994901,73.54866252,2029718310.0
JPN,4866864409658.0,0.467211747,2.168290737,377801,0,Asia,Japanese,126785797.0,38386.51115,1.212040944,29.16251296,28.15827368,68.68033082,18802251208.0
KAZ,166805800596.0,7.440004373,4.1,2717300,1,Asia,Kazakh,18037776.0,9247.581331,4.51698454,32.3252253,46.50317898,159.7326018,4712631471.0
KEN,78965004656.0,8.005722791,4.805696525,582646,0,Africa,English,50221146.0,1572.345734,34.83122904,16.78943539,28.41005341,106.9121535,1266137283.0
KGZ,7702934800.0,3.175309864,4.739937254,198500,1,Asia,Kyrgyz,6198200.0,1242.769643,12.5145789,27.30809347,81.25474462,133.6169738,-107212800.0
KHM,22177200512.0,2.890924692,6.829082448,181035,0,Asia,Khmer,16009413.0,1385.260066,23.36144048,30.84892761,115.2580101,72.75436401,2788084322.0
KIR,187276210.9,0.3555208885,0.8915081704,717,0,Pacific,English,114153.0,1640.57196,30.51097161,12.4861883,77.95971484,114.1745758,784797.2549
KNA,996944444.4,0.6949167116,-1.977341942,269,0,America,English,52036.0,19158.7448,1.109315501,27.93238599,36.01003065,70.02986413,40222156.59
KOR,1623901496836.0,1.944455907,3.15963574,99484,0,Asia,Korean,51361911.0,31616.8434,1.850756295,34.76630854,64.79284624,59.40316948,17912900000.0
KWT,120707220574.0,2.171832985,-4.712106209,17818,0,Asia,Arabic,4056102.0,29759.46744,0.525092038,55.61921587,73.39067365,142.1355959,113012065.0
LAO,16853087485.0,0.8254786076,6.892530873,236800,1,Asia,Lao,6953031.0,2423.847598,16.19975986,30.9124754,62.54046927,102.3044275,1693080811.0
LBN,53140638269.0,4.321352183,0.8506995588,10452,0,Asia,Arabic,6819373.0,7792.59886,2.933449914,15.03945347,45.04462268,108.922747,2522409653.0
LBR,3285455000.0,12.41963239,2.468626095,111369,0,Africa,English,4702224.0,698.7023587,37.09428374,10.19984142,44.04260597,136.0291644,247842983.0
LBY,37883243650.0,28.05,26.68090263,1759540,0,Africa,Arabic,6580723.0,5756.699325,1.0,80.0,77.6623044,129.1093773,0.0
LCA,1999090407.0,0.1184177258,3.48884866,617,0,America,English,180955.0,11047.44499,1.761089826,10.97808353,39.11779063,98.78521373,37684236.08
LKA,87428125558.0,7.704137679,3.578169679,65610,0,Asia,Sinhala,21444000.0,4076.747003,7.833028974,26.77469863,36.993077,115.9619524,1372723043.0
LSO,2405289384.0,4.447699374,-1.321685253,30355,1,Africa,English,2091532.0,1102.94441,4.964821378,28.57984272,134.1226642,80.56307375,123091950.4
LTU,47758736932.0,3.722888623,4.282596951,65300,0,Europe,Lithuanian,2828403.0,16843.69965,3.50751155,25.89634329,130.4743798,98.65455398,1383731106.0
LUX,64181944723.0,1.730799591,1.801180955,2586,1,Europe,French,596336.0,107361.3069,0.2445849332,11.24396148,60.34823604,72.82777185,-6815331955.0
LVA,30458763246.0,2.930363124,3.25072029,64589,0,Europe,Latvian,1942248.0,15643.48563,3.552820952,19.04196847,102.5522754,105.5521248,1152510428.0
MAR,109682728023.0,0.7546632493,4.248949208,710850,0,Africa,Arabic,35581257.0,3035.454433,12.36250582,26.15947585,63.60345084,111.2928518,2680109856.0
MDA,9669759987.0,6.570229975,4.69079339,33700,0,Europe,Romanian,2755158.0,3509.69345,11.47225788,21.8746301,75.03805689,74.33987828,149520000.0
MDG,13176313233.0,8.609050754,3.933316171,587041,0,Africa,French,25570511.0,515.2933093,24.55013844,13.51391573,49.46755503,74.14072862,464856589.6
MDV,4754352301.0,2.817473382,7.210479788,298,0,Asia,Maldivian,496398.0,9577.702376,5.351363387,11.24788036,56.32733607,107.5643403,457808313.6
MEX,1158913035796.0,6.04145724,2.113129135,1967210,0,America,Spanish,124777326.0,9287.849587,3.381073882,30.94623498,72.62080708,91.79148495,33016832348.0
MKD,11307058382.0,1.351618897,1.081772738,25713,1,Europe,Macedonian,2081996.0,5432.414531,7.873245042,24.25894588,118.3968688,94.49337295,380738977.5
MLI,15365627045.0,1.759857429,5.305456084,1240142,1,Africa,French,18512429.0,830.0215153,37.43243963,18.84708993,46.74042369,171.562567,559362392.1
MLT,13146963159.0,1.364354482,8.015063134,316,0,Europe,English,467999.0,28250.69777,0.6815075872,12.05790712,66.97526819,137.4413712,3757935765.0
MMR,68945867478.0,4.572536553,6.404977325,678500,0,Asia,Burmese,53382521.0,1257.803576,23.0027856,36.74276972,49.34415859,97.41143432,4804272487.0
MNG,11425755280.0,4.310762541,5.337037933,1565500,1,Asia,Mongolian,3113788.0,3669.406934,10.27895232,38.35641547,92.23022673,185.9697009,1494350363.0
MOZ,13219084261.0,15.11320739,3.741317593,801590,0,Africa,Portuguese,28649007.0,461.4150941,25.04368115,24.01534396,79.20367094,100.4227396,2319071971.0
MRT,6758390729.0,2.275034573,3.497175006,1030700,0,Africa,Arabic,4282582.0,1577.86437,20.85649234,25.47882694,77.60457525,138.9969776,588217194.8
MUS,13259351418.0,3.666997027,3.814152115,2045,0,Africa,English,1264613.0,10484.90583,3.095793754,17.63556948,57.28788382,118.9300271,479995890.3
MWI,6303292264.0,11.54339392,4.000030517,118484,1,Africa,English,17670193.0,497.3104097,23.33315561,18.06297566,39.04378162,117.4648103,90200000.0
MYS,319112136545.0,3.871201158,5.81272241,329758,0,Asia,Malay,31104655.0,10259.30481,8.598277535,38.1146722,129.5930028,106.0252197,9368469823.0
NAM,12741746524.0,6.145799811,-0.2562711483,825518,0,Africa,English,2402623.0,5367.114673,7.676156221,26.07701853,91.32888812,129.4017562,280476975.0
NER,11189541083.0,2.796373189,4.999097165,1267000,1,Africa,French,21602388.0,517.9770442,35.7974708,21.07097079,28.22278391,154.1802375,338710710.1
NGA,375746469539.0,16.52353998,0.8058866195,923768,0,Africa,English,190873247.0,1968.565398,20.84657143,22.3151172,20.15747482,140.9469853,2412974916.0
NIC,13785909906.0,3.850671663,4.630821552,130670,0,America,Spanish,6384843.0,2159.161926,14.99665684,24.81685048,93.41421849,193.6894461,1035400000.0
NLD,833869641687.0,1.381458714,2.910902513,41863,0,Europe,Dutch,17131296.0,48554.99228,1.855594964,17.70313732,147.4749139,93.44233169,223200484756.0
NOR,398393955269.0,1.875100596,2.323258407,323752,0,Europe,Norwegian,5276968.0,75496.75406,1.97646282,29.79126547,45.75947943,119.0225564,5900604724.0
NPL,25180583770.0,3.627096107,8.223499483,147181,1,Asia,Nepali,27632682.0,1048.453755,23.69954846,12.86258589,38.26852548,80.46528148,196265098.6
NZL,205415864858.0,1.850787675,3.163097542,268676,0,Pacific,English,4813600.0,42992.89527,5.903578884,20.41343935,37.78679537,147.6389552,2093698050.0
OMN,70598026283.0,1.597160603,0.3463220405,212379,0,Asia,Arabic,4665926.0,15127.88819,2.27322728,49.87612116,84.06671367,119.3701344,2917295189.0
PAK,304567253219.0,4.08537368,5.554277437,882872,0,Asia,Urdu,207906210.0,1464.926195,22.92586789,17.8043074,26.04186733,52.5416544,2496000000.0
PAN,62219000000.0,0.8755859188,5.599006763,75648,0,America,Spanish,4106764.0,15146.40237,2.38478394,29.35226284,53.09576594,169.8856847,3976868000.0
PER,211007207484.0,2.80283917,2.518835442,1285216,0,America,Spanish,31444299.0,6710.507602,6.77975956,31.29788412,40.42847684,175.401591,6860492819.0
PHL,328480738147.0,2.853187726,6.930988326,300000,0,Asia,English,105172921.0,3123.245642,10.18295413,30.12655058,51.94031588,82.84495881,10256442399.0
PLW,286106800.0,1.280462619,-1.916360453,487,0,Pacific,English,17809.0,16065.29283,3.204677414,8.332377979,57.32125206,98.94223249,27484632.72
PNG,22742613549.0,5.42204568,3.534610884,462840,0,Pacific,English,8438038.0,2695.249009,17.64956891,36.35985974,57.2097836,174.8264631,161470622.8
POL,526508877305.0,2.075935537,4.83065457,312685,0,Europe,Polish,37974826.0,13864.68176,2.872298457,28.35149648,88.9208179,98.89419785,11762000000.0
PRT,221357874719.0,1.368614116,3.506344739,92389,0,Europe,Portuguese,10300300.0,21437.3475,2.095868576,19.11726582,63.80702479,95.49292117,10683844361.0
PRY,39008900332.0,3.602477413,4.953771979,406752,1,America,Spanish,6867058.0,5678.869972,10.5267434,34.05183999,52.70900776,126.1134533,744619762.9
QAT,161099122215.0,0.3948789141,-1.49760469,11437,0,Asia,Arabic,2724727.0,59124.86727,0.2147415368,56.68796532,60.45594703,139.9430274,985989011.0
RUS,1574199387071.0,3.683329444,1.825790064,17075400,0,Asia,Russian,144496739.0,10720.33266,3.55363209,30.67329689,37.563666,127.7385849,28557440000.0
RWA,9253098954.0,8.279536723,3.976289694,26338,1,Africa,French,11980960.0,772.3169891,26.34544257,17.28421569,35.45839093,191.5959769,274025990.7
SAU,688586244287.0,-0.8381945797,-0.7415026515,2153168,0,Asia,Arabic,33101183.0,20802.46631,2.528472506,45.84756293,51.75154208,103.8568963,1418843614.0
SEN,20996564752.0,1.318153148,7.407486186,196722,0,Africa,French,15419354.0,1361.701972,14.98203382,23.27769428,46.28376172,115.068975,588292998.0
SGP,341863349989.0,0.5762603102,4.336604919,646,0,Asia,English,5612253.0,61176.45636,0.03077311817,23.54481011,204.2796047,84.39635131,100786356971.0
SLE,3739577973.0,18.2198092,4.211182649,73326,0,Africa,English,7488427.0,499.3809746,60.28354504,5.157286021,49.95216073,56.34621901,413724476.1
SLV,24979200000.0,1.012354033,2.249942252,21041,0,America,Spanish,6388124.0,3910.255969,5.392966949,25.17150269,65.38239816,95.86047171,503801415.2
STP,375614556.4,5.695088786,3.848982387,964,0,Africa,Portuguese,207086.0,1813.807434,10.87890247,16.12703462,43.12936833,103.7784279,34208489.03
SUR,3216207914.0,21.99694302,1.76230389,163820,0,America,Dutch,570501.0,6295.560562,10.91733908,38.27538765,91.10086045,140.619554,96075554.74
SVK,95494424979.0,1.311945882,3.043279556,49036,1,Europe,Slovak,5439232.0,17504.21134,2.389406575,28.87917174,173.3346548,94.97718922,4225581974.0
SVN,48586603448.0,1.429107433,4.79354876,20256,0,Europe,Slovenian,2066388.0,23454.73952,1.819732271,28.36129976,153.7574574,95.10817185,1196228605.0
SWE,541018749769.0,1.794499047,2.567924525,449964,0,Europe,Swedish,10057698.0,53791.50873,1.443538229,22.12837188,56.76975153,90.35066989,28044044009.0
SWZ,4403000000.0,6.221375289,2.026570236,17364,1,Africa,Swati,1124808.0,3914.421839,8.427754751,33.87894676,77.51580581,116.7537046,-57647593.39
SYC,1524486800.0,2.856795756,4.375995958,455,0,Africa,English,95843.0,15906.08391,1.880676005,11.12152391,121.2867176,86.70532851,124465535.7
TCD,10000395242.0,-1.53709963,-2.988695986,1284005,1,Africa,French,15016761.0,665.9488849,48.61308641,14.62854777,44.71823255,134.3639001,363381636.4
TGO,4819949975.0,-0.9802894955,4.357413915,56785,0,Africa,French,7698476.0,830.7452767,20.63860852,21.32328587,45.18821661,119.4735885,88558699.5
THA,456294704153.0,0.6656318931,4.066250349,513115,0,Asia,Thai,69209817.0,6593.818352,8.406412587,35.01875953,100.3937791,102.633045,8285169820.0
TJK,7157865188.0,7.31,7.617492691,143095,1,Asia,Tajik,8880270.0,848.6723799,20.28329632,31.84685796,52.71719891,97.02487428,185827080.7
TKM,37926285714.0,8.04,6.500000047,488100,1,Asia,Turkmen,5757667.0,6587.092604,11.11780748,47.04388965,31.71678896,151.2957792,2085944000.0
TON,460379145.0,7.442245466,3.322432544,748,0,Pacific,Tongan,102002.0,4513.432531,16.8054005,16.34949548,54.30306796,116.9005426,-5613753.358
TTO,22474828527.0,1.880384402,-2.312115621,5130,0,America,English,1384060.0,16173.74005,1.239704274,39.68925027,69.84008052,129.8366482,-470882577.7
TUN,39802430355.0,5.308848396,1.916928327,164150,0,Africa,Arabic,11433438.0,3481.241106,9.685051553,23.68111379,87.57729389,101.8697215,810936482.8
TUR,858988610574.0,11.14431108,7.501997494,780576,0,Europe,Turkish,81116451.0,10589.66772,6.038629796,29.13172126,46.9396687,97.34952524,11042000000.0
TZA,53320625959.0,5.318716052,6.785680114,945090,0,Africa,English,54660345.0,1004.906588,28.74208607,25.099525,23.2780463,163.8287448,940523072.2
UGA,30756466548.0,5.640931922,3.809129029,241038,1,Africa,English,41166588.0,746.8307512,23.45883538,26.03099481,27.63748713,120.7586297,802704141.0
UKR,112190355158.0,14.43832275,2.466035625,603677,0,Europe,Ukrainian,44831135.0,2640.675677,10.18636126,23.36948981,82.78251715,84.80406224,3918000000.0
URY,59530088537.0,6.218093826,2.591338692,176215,0,America,Spanish,3436645.0,18690.89384,5.345332148,17.83664815,25.44759541,120.0817841,2639886037.0
USA,19519353692000.0,2.130110004,2.369800784,9529106,0,America,English,325122128.0,60109.65573,0.9498060724,18.25140547,20.23616237,99.594485,366995000000.0
UZB,59159945321.0,13.9,4.46152609,447400,1,Asia,Uzbek,32388600.0,1826.566919,30.07365153,24.72392475,37.38002103,159.0708187,1797341436.0
VCT,792177777.8,2.153336488,1.000357879,389,0,America,English,109826.0,7213.025857,6.933535308,15.0027117,46.95915619,112.4234265,153111526.4
VNM,223779865815.0,3.520256888,6.81224566,331114,0,Asia,Vietnamese,94600643.0,2365.521615,15.34488286,33.39912804,191.229447,136.9864737,14100000000.0
WSM,832153612.6,1.749896775,1.044879689,2842,0,Pacific,Samoan,195358.0,4259.634172,10.53309401,16.86177408,48.06804825,84.85303609,9215371.787
YEM,26736139802.0,30.4,-5.072010019,547244,0,Asia,Arabic,27834811.0,960.528848,6.024135519,42.21840895,31.13388967,148.4791763,-269850000.0
ZAF,349554116684.0,5.181082233,1.414512626,1219912,0,Africa,English,57009751.0,6131.47945,2.361236373,26.29313911,54.50457909,151.1375341,2058579911.0
ZMB,25868165345.0,6.577311542,3.504336096,752614,1,Africa,English,16853608.0,1535.196574,4.024271194,37.30404492,61.81976695,174.8716562,1107519805.0
ZWE,22040902300.0,0.8939623161,4.704035391,390759,1,Africa,English,14236599.0,1335.665064,7.713515567,19.79479782,44.93743172,113.4594685,247187738.8
